nr_contrato,cnpj,nr_orgao,nr_ug,quant_terceirizados
000612022,13.993.675/0001-20,39250,393001,35
000612024,13.462.006/0001-22,29208,495550,7
000622018,07.360.290/0001-23,26435,158366,2
000622019,35.290.931/0001-56,26435,154838,3
000622020,22.688.729/0001-35,12000,090013,8
000622021,09.169.438/0001-72,14000,070014,62
000622022,15.312.517/0001-93,12000,090013,4
000622022,86.703.337/0001-80,14000,070017,10
000632017,07.260.872/0001-38,44207,443033,15
000632020,14.091.715/0001-01,12000,090013,9
000632021,37.381.902/0001-25,29208,495400,2
000632022,05.531.239/0001-01,26431,158146,1
000632022,11.976.654/0001-71,26275,154044,9
000632022,79.894.168/0001-48,41231,413004,4
000632023,08.720.790/0001-91,26407,158124,3
000632023,40.255.405/0001-95,14000,070004,1
000632024,37.381.902/0001-25,29208,495600,2
000642018,07.473.476/0002-70,26280,154049,2
000642018,09.439.320/0001-17,15000,080018,23
000642022,35.684.012/0001-67,41231,413010,1
000642023,01.355.915/0001-82,12000,090016,2
000642024,05.703.030/0001-88,52111,120645,10
000642024,08.953.397/0001-48,26415,158450,4
000642024,37.381.902/0001-25,29208,495500,3
000652019,11.367.947/0001-51,12000,090013,4
000652020,22.688.729/0001-35,12000,090013,4
000652021,03.539.770/0001-03,48000,170131,53
000652021,26.906.920/0001-67,14000,070004,9
000652022,03.691.491/0001-52,26263,153032,105
000652022,14.739.201/0001-10,26414,158144,3
000652023,08.491.163/0001-26,26262,153031,3
000652023,13.277.344/0001-94,30802,200109,34
000652023,24.016.172/0001-11,26280,154049,2
000652024,05.703.030/0001-88,52111,120645,2
000662019,38.055.117/0001-45,14000,070001,8
000662021,08.220.952/0001-22,41231,413001,69
000662022,10.364.152/0001-27,26438,158516,5
000662023,37.381.902/0001-25,29208,495370,3
000662024,13.892.384/0001-46,26410,155854,1
000672018,15.312.517/0001-93,12000,090013,28
000672019,04.350.057/0001-71,26282,154051,98
000672019,11.525.620/0001-60,26419,158264,8
000672019,27.027.590/0001-00,14000,070023,5
000672020,05.083.119/0001-99,30202,194029,2
000672020,14.551.828/0001-42,12000,090013,6
000672021,05.670.079/0001-81,26411,158123,1
000672021,85.240.869/0001-66,14000,070017,11
000672022,07.783.832/0001-70,93420,925942,413
000672022,08.764.312/0001-83,26409,155221,21
000672022,10.439.655/0001-14,26419,158746,5
000672023,11.162.311/0001-73,52000,110511,1
000672024,01.099.686/0001-82,15000,080016,4
000672024,19.516.782/0001-44,41231,413006,2
000672024,33.285.255/0001-05,26236,150182,33
000682017,15.312.517/0001-93,12000,090013,8
000682019,22.688.729/0001-35,12000,090013,2
000682020,04.436.855/0001-10,14000,070023,2
000682020,08.202.514/0001-31,26438,158516,1
000682020,10.343.472/0001-09,29000,290002,1
000682021,03.591.509/0001-44,14000,070001,26
000682021,03.848.916/0001-94,26262,153031,29
000682021,17.482.916/0001-28,26419,158262,19
000682022,08.531.933/0001-17,14000,070023,7
000682023,08.247.960/0001-62,20415,115406,9
000692016,02.531.343/0001-08,26438,158516,7
000692020,20.621.721/0001-26,26274,154043,29
000692024,05.703.030/0001-88,52111,120645,14
000692024,08.949.785/0001-55,41231,413012,1
000692024,18.689.359/0001-83,29000,290002,1
000692024,60.989.654/0001-11,26262,153031,9
000702017,04.558.234/0001-00,44207,443043,3
000702020,10.330.342/0001-23,26274,154043,1
000702021,59.057.992/0001-36,29208,495130,25
000702022,01.099.686/0001-82,14000,070023,90
000712015,08.491.163/0001-26,26262,153031,19
000712019,27.326.594/0001-81,41231,413008,3
000712020,04.542.518/0002-99,26262,153031,4
000712022,01.999.079/0001-79,26409,158122,16
000712022,27.326.594/0001-81,41231,413009,7
000712024,17.433.496/0003-51,52000,110511,9
000722020,09.813.930/0001-39,26438,158516,4
000722020,10.870.997/0001-94,26419,158264,23
000722020,19.897.299/0001-57,26262,153031,14
000722020,24.975.944/0001-42,29208,495600,6
000722023,03.497.401/0001-97,29000,290002,1
000722023,24.921.066/0001-82,15000,080016,58
000722024,10.760.842/0001-03,52000,110511,5
000722024,17.893.955/0001-18,26283,154054,36
000732019,03.814.774/0001-44,26438,158516,1
000732019,14.487.384/0001-23,41231,413008,2
000732022,10.427.965/0001-19,26411,158123,5
000732022,16.650.774/0001-06,14000,070023,3
000732023,86.789.674/0001-32,41231,413005,2
000732024,09.284.904/0001-60,41231,413004,3
000742021,04.277.619/0001-07,26262,153031,30
000742021,10.528.510/0001-90,26411,158123,1
000742023,06.270.074/0001-24,52000,110511,2
000752020,36.990.588/0001-15,29208,495250,4
000752020,79.283.065/0001-41,26438,158516,6
000752021,00.192.707/0001-47,26262,153031,5
000752021,09.813.930/0001-39,26438,158516,4
000752024,08.491.163/0001-26,14000,070017,6
000752024,37.566.790/0001-87,26233,153045,36
000762022,05.427.994/0001-40,26419,158265,6
000762023,79.894.168/0001-48,26438,158516,7
000762024,14.278.736/0001-30,26409,158122,15
000772021,11.685.612/0001-81,26262,153031,27
000772022,08.531.933/0001-17,14000,070023,2
000772023,10.600.287/0001-44,41231,413011,10
000772024,09.019.150/0001-11,41231,413010,1
000772024,14.826.703/0001-88,26435,154838,1
000782016,08.491.163/0001-26,26262,153031,3
000782017,05.600.954/0001-59,26438,158516,1
000782022,01.999.079/0001-79,26443,155021,35
000782023,07.330.029/0001-80,29000,290002,1
000792017,16.099.194/0001-64,26262,153031,18
000792018,10.533.299/0001-01,26419,158265,8
000792021,07.187.088/0001-41,26262,153031,52
000792022,01.099.686/0001-82,14000,070023,1
000792023,03.105.598/0001-71,41231,413010,2
000792023,79.894.168/0001-48,26246,153163,1
000802019,09.439.320/0001-17,26262,153031,9
000802020,10.439.655/0001-14,26247,153164,23
000802021,14.241.993/0001-06,26282,154051,4
000802023,08.247.960/0001-62,15000,080016,5
000802023,11.367.947/0001-51,14000,070014,6
000812016,04.427.309/0001-13,26417,158138,2
000812021,08.220.952/0001-22,36000,250110,21
000822020,11.162.311/0001-73,41231,413001,18
000822020,40.170.029/0001-36,14000,070017,29
000822023,13.913.045/0001-07,29000,290002,3
000822024,01.114.245/0001-02,52000,110511,9
000832016,00.482.840/0001-38,26262,153031,56
000832018,05.792.339/0001-91,26438,158516,1
000832021,08.512.981/0001-68,14000,070014,57
000832022,37.071.313/0001-40,15000,080016,14
000842020,05.792.339/0001-91,26438,158516,4
000842021,08.512.981/0001-68,14000,070014,41
000842022,00.482.840/0001-38,26438,158516,1
000842022,08.491.163/0001-26,26282,154052,13
000842024,00.482.840/0001-38,26443,155021,23
000842024,02.499.001/0001-58,26411,158123,3
000852018,05.488.891/0001-90,14000,070023,2
000852021,08.512.981/0001-68,14000,070014,40
000852021,08.538.011/0001-31,29208,495300,2
000852022,26.560.932/0001-82,14000,070017,6
000852023,09.019.150/0001-11,26431,158146,7
000862018,16.920.937/0001-15,26438,158516,3
000862021,08.512.981/0001-68,14000,070014,35
000862022,01.099.686/0001-82,36000,250110,5
000862022,27.704.075/0001-00,41231,413008,2
000862022,92.954.957/0001-95,29208,495550,3
000862023,10.528.510/0001-90,26407,158124,2
000862023,17.433.496/0004-32,29000,290002,1
000872018,10.230.958/0001-22,30202,194029,2
000872020,01.099.686/0001-82,14000,070001,57
000872020,22.068.281/0001-57,14000,070023,17
000872021,08.512.981/0001-68,14000,070014,33
000872022,19.152.814/0001-70,52000,110511,11
000872023,08.247.960/0001-62,26407,158124,1
000872024,06.205.427/0001-02,26247,153164,73
000872025,10.013.974/0001-63,39252,393022,14
000882018,12.978.051/0001-71,14000,070001,3
000882019,78.533.312/0001-58,26443,155021,22
000882021,08.512.981/0001-68,14000,070014,38
000882024,05.703.030/0001-88,52111,120645,1
000882024,08.247.960/0001-62,26407,158124,5
000892016,04.970.088/0001-25,41231,413004,1
000892018,18.615.172/0001-35,44207,443048,7
000892020,09.439.320/0001-17,26262,153031,1
000892020,11.385.361/0001-10,41231,413001,59
000892021,09.576.421/0001-30,29208,495600,6
000892021,13.964.979/0001-60,14000,070014,5
000902020,11.161.828/0001-48,26262,153031,16
000902022,00.482.840/0001-38,26438,158516,12
000902022,01.117.557/0001-70,36000,250110,4
000902023,04.808.914/0004-87,26431,158146,5
000902024,08.247.960/0001-62,26407,158124,3
000912018,08.247.960/0001-62,36000,250110,78
000912019,05.792.339/0001-91,26438,158516,2
000912020,09.406.386/0001-00,29000,290002,2
000912022,01.099.686/0001-82,36211,255000,1
000912023,07.094.346/0001-45,14000,070014,6
000912024,17.869.766/0001-00,52000,110511,15
000922019,03.814.774/0001-44,26438,158516,1
000922023,08.491.163/0001-26,26262,153031,5
000932021,09.019.150/0001-11,41231,413010,1
000932022,00.482.840/0001-38,26438,158516,1
000932022,08.764.312/0001-83,14000,070014,63
000932022,27.704.075/0001-00,81000,810005,2
000932022,37.077.716/0001-05,36000,250110,22
000942017,05.137.100/0001-88,26262,153031,4
000942021,08.282.615/0002-40,26438,158516,2
000942022,05.969.071/0001-10,14000,070017,74
000942024,73.509.440/0001-42,26411,158123,1
000952017,67.804.716/0001-12,26262,153031,27
000952019,36.990.588/0001-15,41231,413010,1
000952022,03.363.962/0001-01,41231,413004,6
000952023,17.893.955/0001-18,26283,154054,355
000962021,11.056.054/0001-95,26262,153031,124
000962022,01.722.162/0001-04,36000,250110,10
000962022,08.491.163/0001-26,26262,153031,2
000962024,15.219.654/0001-88,52000,110511,2
000962024,19.661.853/0001-00,14000,070017,8
000972020,10.439.655/0001-14,26283,154054,5
000972021,06.059.231/0001-57,41231,413006,7
000972022,00.482.840/0001-38,26438,158516,1
000972024,17.893.955/0001-18,26283,154054,93
000982021,82.289.299/0001-00,41231,413004,1
000982022,12.587.686/0001-48,14000,070019,1
000992020,15.312.517/0001-93,26282,154052,16
000992021,08.656.318/0001-37,39252,393031,5
000992022,08.531.933/0001-17,14000,070023,3
000992024,06.088.000/0005-03,26283,154054,41
001002024,04.532.929/0001-12,39252,393031,1
001002024,06.088.000/0005-03,26283,154054,10
001012024,33.924.772/0003-30,26283,154054,11
001022019,03.121.972/0001-22,26438,158516,1
001022021,26.906.920/0001-67,14000,070004,5
001032023,30.908.451/0001-92,29000,290002,1
001032023,33.285.255/0001-05,41231,413003,2
001032024,10.441.833/0001-41,29208,495370,3
001032024,13.364.771/0001-00,52000,110511,10
001042022,08.312.139/0001-82,14000,070014,15
001042022,17.869.766/0001-00,29208,495260,5
001042023,37.709.900/0001-12,26411,158123,3
001042024,28.175.158/0001-11,26431,158361,6
001042024,97.549.823/0001-02,29208,495350,8
001052023,08.913.064/0001-95,26411,158123,9
001092018,19.152.814/0001-70,41231,413010,1
001092021,04.768.702/0001-70,36000,250110,44
001092022,19.907.785/0001-09,29208,495130,13
001092022,22.688.729/0001-35,14000,070014,6
001092024,19.345.686/0001-80,41231,413008,4
001102022,12.109.814/0001-48,26283,154054,48
001102023,17.869.766/0001-00,36000,257033,11
001112016,02.567.270/0001-04,26417,158138,33
001112021,19.985.034/0001-00,36211,255000,1
001122022,17.879.226/0001-07,41231,413010,1
001122024,02.531.343/0001-08,26262,153031,19
001132019,05.427.994/0001-40,41231,413002,2
001132021,11.883.936/0001-24,41231,413011,3
001132022,13.645.308/0001-36,41231,413010,2
001132023,25.123.894/0001-38,26262,153031,8
001132024,12.742.245/0001-73,26283,154054,140
001142022,03.022.122/0001-77,29208,495130,44
001152021,66.700.295/0001-17,48000,170131,17
001152022,07.260.872/0001-38,41231,413003,5
001152024,11.349.160/0001-67,20415,115406,2
001152025,26.427.482/0001-54,25201,925136,5
001162021,06.178.121/0001-04,41231,413011,2
001162022,03.848.916/0001-94,26262,153031,30
001172022,39.273.768/0001-74,41231,413001,48
001172024,00.482.840/0001-38,29208,495350,10
001182022,12.109.814/0001-48,26283,154054,302
001192016,03.242.935/0001-72,26419,158141,2
001202018,08.491.163/0001-26,26262,153031,3
001202020,27.571.784/0001-64,26435,152756,1
001202022,55.905.350/0001-99,41231,413002,10
001212020,93.305.704/0001-53,41231,413006,6
001212022,03.399.966/0001-31,14000,070004,17
001222022,10.583.885/0001-52,14000,070004,2
001232022,13.913.045/0001-07,41231,413012,3
001232023,17.399.472/0001-61,29208,495110,3
001232024,03.543.374/0001-41,52000,110511,9
001242016,02.567.270/0001-04,26417,158138,6
001242022,00.482.840/0001-38,26438,158516,1
001242022,01.099.686/0001-82,15000,080016,7
001242022,40.255.405/0001-95,29208,495260,2
001252023,82.592.544/0001-54,41231,413008,2
001262019,03.144.992/0001-19,26419,158262,11
001262022,03.586.181/0001-78,26419,158264,1
001262023,19.571.430/0001-91,41231,413008,1
001262024,28.175.158/0001-11,26431,154704,2
001272020,21.806.458/0001-02,41231,413010,2
001282022,04.350.057/0001-71,26282,154051,25
001282023,35.684.012/0001-67,30202,194029,3
001282024,01.114.245/0001-02,41231,413001,15
001292017,17.426.041/0001-47,41231,413010,1
001292023,27.326.594/0001-81,41231,413003,6
001302022,01.232.642/0001-89,41231,413011,4
001302023,27.326.594/0001-81,41231,413003,3
001302024,01.601.043/0001-95,41231,413001,17
001312022,04.325.499/0001-68,41231,413004,4
001312022,30.808.276/0001-61,29208,495250,7
001322020,10.533.966/0001-48,41231,413010,4
001322022,36.990.588/0001-15,41231,413010,1
001332022,05.485.681/0001-49,15000,080016,5
001332022,11.046.495/0001-06,26438,158516,3
001332023,22.236.185/0002-51,41231,413008,3
001342019,16.207.888/0001-78,41231,413009,4
001342022,12.282.201/0001-08,26419,158675,12
001342022,34.849.836/0001-87,41231,413011,6
001342024,23.438.326/0001-09,41231,413010,2
001342024,28.175.158/0001-11,26431,158362,6
001352017,07.983.707/0001-04,41231,413010,2
001352020,00.482.840/0001-38,41231,413001,3
001352023,00.482.840/0001-38,26438,158516,5
001352024,29.449.247/0001-71,41231,413010,1
001372024,01.114.245/0001-02,41231,413001,5
001382023,01.629.026/0001-66,41231,413004,5
001392019,03.121.972/0001-22,26438,158516,7
001392023,39.151.848/0001-57,41231,413004,2
001392024,25.117.817/0001-75,48000,170131,59
001402019,09.406.386/0001-00,41231,413012,4
001402023,01.436.782/0001-79,29208,495550,3
001402024,04.768.702/0001-70,15000,080016,14
001412023,13.668.695/0001-26,26282,154051,69
001412023,17.482.916/0001-28,26419,158265,10
001412024,13.048.109/0001-40,29208,495710,1
001422019,02.685.728/0005-53,36211,255000,1
001422020,31.546.484/0005-26,15000,080016,23
001442019,02.908.313/0001-78,14000,070014,11
001442025,00.558.943/0001-34,25201,925135,13
001462022,01.232.642/0001-89,41231,413011,8
001462022,31.530.886/0001-09,39252,393031,1
001462023,78.533.312/0001-58,48000,170131,56
001472018,09.284.904/0001-60,41231,413004,1
001472023,00.482.840/0001-38,26262,153031,4
001502020,11.385.361/0001-10,15000,080016,14
001502021,31.860.236/0001-21,26438,158516,13
001512022,17.879.821/0001-42,36211,255000,36
001512024,13.019.295/0008-66,29208,495710,8
001522021,79.894.168/0001-48,26438,158516,4
001532020,25.316.437/0001-60,14000,070014,1
001532022,30.575.816/0001-04,29208,495370,1
001542021,09.813.930/0001-39,26438,158516,5
001542022,09.019.150/0001-11,41231,413010,5
001542023,66.700.295/0005-40,26282,154051,6
001552018,08.312.139/0001-82,14000,070014,2
001552021,04.321.961/0002-30,26438,158516,11
001552022,29.449.247/0001-71,41231,413010,1
001562022,11.545.051/0001-15,41231,413008,1
001572018,08.312.139/0001-82,14000,070014,1
001572024,10.369.790/0001-30,29208,495400,12
001602021,08.531.933/0001-17,26407,158124,3
001602022,18.463.024/0001-42,22201,373055,1
001602024,05.069.154/0001-53,26272,154041,19
001612023,82.592.544/0001-54,29208,495500,2
001612024,39.668.697/0001-09,41231,413003,3
001622021,08.531.933/0001-17,26407,158124,1
001622023,04.900.474/0001-40,26282,154051,32
001632023,27.037.303/0001-35,41231,413009,1
001662018,08.312.139/0001-82,14000,070014,3
001662022,05.975.166/0001-47,26407,158124,6
001672022,05.975.166/0001-47,26407,158124,20
001692017,09.019.150/0001-11,26417,158138,3
001692023,30.737.359/0001-07,41231,413002,13
001702023,97.549.823/0001-02,41231,413002,4
001712023,02.803.284/0001-80,41231,413010,2
001712024,27.072.369/0001-66,15000,080016,4
001722021,17.508.476/0001-30,30202,194029,2
001722023,30.808.276/0002-42,41231,413012,4
001722024,27.326.594/0001-81,41231,413009,1
001752024,10.013.974/0001-63,26431,158354,6
001762023,08.644.690/0005-57,29208,495370,2
001772023,11.505.498/0001-60,41231,413009,6
001792024,03.045.711/0001-70,29208,495550,2
001802024,14.991.257/0001-67,41231,413011,2
001832024,08.901.037/0001-00,26262,153031,40
001832024,10.013.974/0001-63,26431,158362,5
001842024,12.117.662/0001-25,41231,413007,2
001852018,11.499.545/0001-00,26282,154051,71
001852023,04.845.599/0001-15,29208,495250,2
001862020,26.743.708/0001-26,26452,156679,22
001862022,08.538.011/0001-31,14000,070004,11
001862024,12.117.662/0001-25,41231,413007,2
001882024,05.554.220/0001-80,41231,413007,2
001902020,07.094.346/0001-45,15000,080016,9
001902024,11.428.002/0001-00,30202,194079,1
001932023,05.069.154/0001-53,26443,155021,73
001932023,25.117.817/0001-75,48000,170131,33
001932024,24.965.271/0001-40,26272,154041,24
001952019,23.086.207/0001-26,30202,194010,2
001962020,00.681.882/0001-06,15000,080016,12
002012024,13.343.833/0006-01,41231,413009,3
002022022,01.099.686/0001-82,15000,080016,1
002042022,10.249.131/0001-60,26412,154809,11
002052020,04.350.057/0001-71,26282,154051,126
002052022,13.109.093/0001-39,26412,154809,2
002062022,27.445.021/0001-77,26412,154809,7
002072023,15.220.438/0001-52,29208,495400,7
002092022,07.566.931/0001-09,15000,080016,5
002092022,18.791.311/0001-81,14000,070004,7
002122021,07.026.208/0001-29,26452,156679,19
002132024,25.128.718/0001-99,29208,495400,7
002162022,10.325.594/0001-64,29000,290002,1
002162024,14.725.699/0001-61,26435,158369,42
002202020,61.288.437/0001-67,48000,170131,16
002212020,17.073.550/0001-33,48000,170131,19
002262023,16.887.298/0001-33,29208,495300,7
002272024,34.727.415/0001-83,41231,413010,2
002312021,07.983.615/0001-24,22201,373044,19
002312024,36.609.235/0001-22,41231,413002,10
002412020,28.872.136/0001-00,30202,194029,1
002412024,11.821.060/0001-91,41231,413012,1
002412024,23.740.606/0001-69,29208,495370,1
002422017,14.160.038/0001-36,26443,155021,3
002422023,54.506.589/0001-23,48000,170131,4
002452024,10.446.347/0002-05,41231,413010,8
002462019,22.688.729/0001-35,39252,393031,3
002472024,11.385.361/0001-10,41231,413001,4
002492017,01.999.079/0001-79,26443,155021,68
002562024,05.564.043/0001-13,26272,154041,31
002572020,02.567.270/0001-04,22201,373046,9
002572020,20.306.099/0001-61,26452,156679,51
002582022,23.160.141/0001-77,39252,393031,7
002592022,04.768.594/0001-36,26435,158366,14
002602022,22.901.747/0001-53,29000,290002,2
002602024,02.425.466/0001-64,26435,158369,36
002652019,12.751.850/0001-00,26282,154051,6
002652020,79.283.065/0001-41,39252,393013,2
002652023,11.871.623/0001-56,39252,393031,3
002742019,00.317.343/0001-84,39252,393012,1
002772024,14.768.911/0001-78,25201,925137,13
002792022,00.588.541/0002-63,26452,156679,18
002802022,14.725.699/0001-61,26435,158369,20
002892019,00.482.840/0001-38,22201,373046,6
002932023,17.178.720/0001-44,93520,927323,13
003012020,86.972.569/0001-34,39252,393031,1
003042024,05.233.652/0001-90,25201,925134,8
003072020,90.347.840/0007-03,26443,155021,2
003102023,21.419.761/0001-52,26452,156679,48
003112019,00.886.257/0006-05,26443,155021,32
003302020,00.969.841/0001-01,26443,155021,68
003402020,09.370.244/0001-30,39252,393003,1
003422019,31.276.470/0001-06,39252,393018,4
003442022,03.651.527/0001-74,39252,393015,8
003592017,04.325.499/0001-68,39252,393018,5
003642020,02.531.343/0001-08,26443,155021,395
003672023,61.600.839/0001-55,39252,393024,2
003732019,08.744.139/0001-51,22201,373080,22
003732021,11.871.623/0001-56,39252,393031,2
003752019,12.589.220/0001-81,39252,393012,1
003792024,02.425.466/0001-64,26435,158369,3
004312020,12.607.740/0001-70,39252,393031,4
004442022,00.192.707/0001-47,26443,155021,30
004442024,80.464.753/0001-97,25201,925137,6
004692021,00.588.541/0002-63,26452,156679,26
004722023,48.332.476/0001-56,39252,393031,1
004732019,12.589.220/0001-81,39252,393012,1
004772024,79.283.065/0001-41,39252,393013,19
004792019,02.994.717/0001-21,39252,393003,8
004992021,00.588.541/0002-63,26453,156678,70
005022021,00.588.541/0002-63,26452,156679,22
005122022,09.459.901/0001-10,24000,240121,12
005222020,05.228.723/0001-66,39252,393012,3
005232020,05.971.822/0001-33,39252,393012,2
005262021,04.970.088/0001-25,39252,393012,2
005302020,69.207.850/0001-61,26443,155021,240
005442024,00.886.257/0006-05,26443,155021,25
005452024,79.283.065/0001-41,39252,393013,4
005472023,17.218.134/0001-86,93520,927323,4
005642020,11.499.545/0001-00,39252,393031,4
005822019,10.565.981/0001-78,39252,393012,1
005842021,11.871.623/0001-56,39252,393031,2
005882022,01.567.432/0001-41,39252,393013,14
005952021,17.141.880/0001-19,26443,155021,47
006302021,02.567.270/0001-04,22201,373046,40
006422020,23.388.851/0001-59,39252,393003,17
006442022,05.913.862/0001-29,39252,393013,3
006452022,13.530.225/0001-00,26443,155021,70
006532021,27.704.075/0001-00,26452,156679,2
006552017,10.189.253/0001-09,39252,393018,7
006562017,39.272.265/0001-84,39252,393018,3
006642019,10.565.981/0001-78,39252,393012,4
006752020,04.350.057/0001-71,39252,393031,17
006842021,13.892.384/0001-46,26443,155021,85
007012021,07.546.074/0001-77,26452,156679,92
007032021,09.228.233/0001-10,39252,390084,1
007082019,17.653.082/0001-76,39252,393012,1
007302022,13.668.695/0001-26,26443,155021,38
007302024,06.205.427/0001-02,24000,240106,2
007342024,17.865.599/0001-29,26443,155021,16
007392020,04.350.057/0001-71,39252,393031,18
007402024,01.264.336/0001-24,24000,240106,2
007562019,11.871.623/0001-56,39252,393031,2
007602021,00.192.707/0001-47,26443,155021,42
007662019,03.326.611/0001-12,39252,393023,1
007782019,13.515.708/0001-27,39252,393031,2
007972020,26.193.020/0001-10,39252,393031,1
008582020,11.499.545/0001-00,39252,393031,4
009072018,14.534.490/0002-00,22201,373080,13
009482018,13.268.033/0001-69,39252,393031,2
010002019,08.491.163/0001-26,22201,373055,3
010042023,08.656.318/0001-37,26413,159001,5
010102021,16.505.678/0001-66,22201,373046,9
010132022,01.723.789/0001-71,26413,159001,1
010162022,10.874.523/0001-10,26413,159001,2
010192023,04.350.057/0001-71,26413,159001,7
010392018,78.533.312/0001-58,39252,393018,10
010412024,14.983.004/0001-41,25201,925132,19
010612024,08.744.139/0001-51,26443,155021,114
010622024,08.744.139/0001-51,26443,155021,4
010632024,08.744.139/0001-51,26443,155021,36
010642024,08.744.139/0001-51,26443,155021,5
010662022,06.234.467/0001-82,22201,373044,14
010672022,09.019.150/0001-11,22201,373044,3
010732024,17.324.127/0002-40,22201,373057,8
011062023,10.675.963/0001-49,22201,373044,8
012562022,16.829.118/0001-67,22201,373057,7
012572022,21.295.723/0001-35,22201,373057,6
013322022,23.456.260/0001-71,26439,158332,7
013352021,14.690.263/0001-84,22201,373055,7
014032023,31.045.476/0001-72,22201,373044,1
014042023,31.045.476/0001-72,22201,373044,1
015202019,13.593.220/0001-18,26439,158520,6
015282023,10.896.293/0001-90,26439,158528,1
015302022,09.172.237/0001-24,15000,080007,21
015662019,09.274.298/0001-00,26439,158566,3
015812020,10.804.457/0001-02,26439,158581,8
015812023,31.045.476/0001-72,22201,373044,4
016002024,00.706.148/0001-46,25201,925133,1
017132020,11.161.828/0001-48,26439,158713,2
017142019,00.332.087/0001-02,26439,158714,6
017142020,79.283.065/0001-41,26439,158714,1
017502022,17.653.082/0001-76,26439,158750,1
017512023,04.969.084/0001-27,26439,158751,1
020012023,14.345.806/0001-26,26413,159002,2
020842024,11.162.311/0001-73,25201,925137,5
022692024,20.948.231/0001-39,22201,373070,5
022912024,14.355.750/0001-90,25201,179087,6
024372023,04.768.702/0001-70,25201,179087,8
025282023,10.896.293/0001-90,26439,158528,3
025402024,10.364.152/0002-08,25201,925134,16
025662019,10.439.655/0001-14,26439,158566,2
025812018,11.161.828/0001-48,26439,158581,1
026872024,03.206.234/0001-88,25201,925138,49
027142020,08.800.447/0001-57,26439,158714,7
027482021,14.029.530/0001-77,26439,158748,3
028532024,10.251.429/0001-05,25201,179087,8
028972024,28.300.446/0001-50,22201,373070,4
030002018,12.904.815/0001-84,22201,373055,2
030022022,00.283.018/0002-29,26413,159003,4
030022023,11.312.296/0001-00,26413,159003,3
030032023,24.668.195/0001-00,26413,159003,11
033382024,80.464.753/0001-97,25201,925138,18
035202022,08.594.866/0001-80,26439,158520,3
035282023,26.886.266/0001-77,26439,158528,6
035712024,04.768.702/0001-70,25201,179087,10
037502019,10.478.512/0001-11,26439,158750,4
037502021,12.360.485/0001-03,26439,158750,4
037512023,04.043.043/0001-05,26439,158751,1
040002019,08.491.163/0001-26,22201,373055,1
040442018,05.969.071/0001-10,32205,323031,16
043322021,08.055.277/0001-23,26439,158332,2
043322022,14.914.101/0001-82,26439,158332,6
045202022,27.820.529/0001-08,26439,158520,1
045302024,05.197.932/0001-90,25201,925136,23
045812022,21.295.723/0001-35,26439,158581,8
045812023,19.214.084/0001-94,26439,158581,8
046012023,27.326.594/0001-81,25201,925138,5
047122023,27.072.369/0001-66,26439,158712,2
047122024,38.318.284/0001-31,26439,158712,4
048932024,05.197.932/0001-90,25201,925136,96
050002018,05.208.408/0001-77,22201,373055,20
050672023,80.464.753/0001-97,25201,925138,29
050992018,78.533.312/0001-58,15000,080007,33
051202023,09.019.150/0001-11,25201,925133,1
052382021,21.958.344/0001-88,24000,240121,12
052412020,07.213.179/0001-04,24000,240121,27
055282018,17.073.550/0001-33,26439,158528,13
055282024,12.139.246/0001-28,26439,158528,2
057502022,23.475.070/0001-00,26439,158750,2
057502023,23.080.111/0001-50,26439,158750,3
058262024,23.740.606/0001-69,25201,925133,2
060002017,07.534.224/0001-22,22201,373055,8
060042024,11.619.685/0001-75,29000,290002,1
060112024,05.510.654/0004-21,29000,290002,45
060162023,31.786.571/0001-27,29000,290002,5
062282023,09.557.452/0001-43,25201,179087,2
063342022,01.099.686/0001-82,24000,240121,5
065662022,30.044.178/0001-03,26439,158566,5
065812023,29.310.028/0001-07,26439,158581,1
065842023,35.684.012/0001-67,26439,158584,4
081542022,23.475.070/0001-00,26439,158154,2
083312023,25.117.817/0001-75,26439,158331,1
085282023,34.812.998/0001-40,26439,158528,22
087122024,30.737.359/0001-07,26439,158712,4
087502023,10.343.472/0001-09,26439,158750,5
090012019,00.695.097/0001-02,32205,323031,2
090102020,09.546.840/0001-29,32205,323031,5
090132018,02.891.176/0001-06,32205,323031,3
090152021,18.029.536/0001-03,32205,323031,1
090172023,35.772.303/0001-07,32205,323031,27
090272024,40.282.584/0001-50,32205,323031,8
090312024,36.609.235/0001-22,32205,323031,7
090332019,13.150.147/0001-00,32205,323031,3
090382020,06.031.346/0001-33,32205,323031,36
090382023,09.632.388/0001-18,32205,323031,2
090392019,14.487.384/0001-23,32205,323031,2
090442019,09.632.388/0001-18,32205,323031,3
090452019,04.201.934/0001-42,32205,323031,5
090592019,07.779.169/0001-30,32205,323031,2
091512022,02.685.728/0001-20,15000,080007,32
098512020,07.815.993/0001-07,15000,080007,7
099142019,09.172.237/0001-24,15000,080007,6
100012023,10.874.523/0001-10,26413,158310,7
100022022,13.892.384/0001-46,26413,158310,9
100032022,22.826.914/0001-49,26414,158333,11
100042021,20.894.014/0001-03,26414,158333,51
100042024,14.428.415/0001-75,26413,158310,12
100052021,04.829.840/0001-12,26414,158333,7
100052022,13.964.979/0001-60,26413,158310,18
100052024,08.901.037/0001-00,26413,158310,8
100062022,13.892.384/0001-46,26413,158310,5
100082024,11.301.568/0001-69,26413,158310,18
