nr_contrato,cnpj,nr_orgao,nr_ug,quant_terceirizados
000222024,13.310.653/0001-19,48000,170131,19
000222025,11.349.160/0001-67,41231,413001,1
000232018,04.451.516/0001-03,14000,070028,1
000232018,10.243.854/0001-52,14000,070017,6
000232019,04.959.902/0001-00,26432,154673,4
000232019,05.488.891/0001-90,14000,070023,1
000232019,10.952.790/0001-69,26258,153177,2
000232019,38.055.117/0001-45,15000,080016,4
000232020,00.109.393/0001-76,22000,130058,4
000232020,07.442.731/0001-36,26417,158138,2
000232020,09.169.438/0001-72,26237,153061,256
000232020,73.678.005/0001-41,36201,254462,86
000232021,06.272.575/0060-08,26443,155015,12
000232021,10.325.594/0001-64,26408,158293,10
000232021,11.140.110/0001-75,26275,154044,3
000232021,17.360.593/0001-08,26438,158516,9
000232021,17.851.596/0001-36,25000,170058,5
000232021,20.051.756/0001-77,26417,158138,4
000232022,02.531.343/0001-08,26258,153029,4
000232022,02.768.286/0001-85,14000,070003,22
000232022,05.665.521/0001-81,41231,413007,6
000232022,06.234.467/0001-82,26417,158138,4
000232022,07.534.224/0001-22,26255,153036,48
000232022,09.324.222/0001-34,39250,393001,14
000232022,11.446.367/0001-50,26436,158126,5
000232022,37.381.902/0001-25,29208,495650,2
000232023,00.398.551/0001-55,26415,158132,5
000232023,00.482.840/0001-38,30802,200125,2
000232023,18.593.359/0001-85,48002,170064,7
000232024,10.251.429/0001-05,26000,150002,4
000242018,00.865.761/0001-06,25000,170217,8
000242019,07.094.346/0001-45,26258,153177,1
000242019,09.192.042/0001-46,44207,443034,9
000242019,19.925.083/0001-58,14000,070023,1
000242020,02.989.079/0001-50,26268,154055,56
000242020,14.551.828/0001-42,22000,130058,29
000242021,01.017.610/0001-60,26443,155015,31
000242021,08.491.163/0001-26,26262,153031,2
000242021,09.284.904/0001-60,25000,170156,92
000242021,10.833.448/0001-40,20301,113202,21
000242021,16.650.774/0001-06,32210,323028,1
000242022,07.738.828/0002-71,63000,110099,4
000242022,13.153.640/0001-83,36000,250110,4
000242023,11.933.418/0001-78,30108,200366,27
000242023,14.927.004/0001-24,26443,156956,7
000242023,17.869.766/0001-00,41231,413003,2
000242023,18.689.359/0001-83,29000,290002,1
000242023,22.468.832/0001-70,26414,158144,6
000242023,33.285.255/0001-05,14000,070017,9
000242023,33.285.255/0001-05,25205,114601,11
000242024,11.404.230/0001-32,32000,320004,6
000242024,12.891.300/0001-97,26403,158562,2
000242024,13.153.640/0001-83,63000,110161,17
000242024,14.842.018/0001-45,30108,200406,6
000252018,05.554.220/0001-80,26417,158138,4
000252018,07.533.840/0001-69,44207,443048,9
000252018,13.153.640/0001-83,44207,443036,2
000252018,15.150.504/0001-65,36000,257033,13
000252020,06.303.138/0001-46,41231,413002,6
000252021,10.495.485/0001-95,41231,413008,2
000252021,10.833.448/0001-40,20301,113202,3
000252021,11.112.668/0001-47,26276,154045,34
000252021,96.188.743/0001-06,39250,393001,11
000252022,01.011.976/0004-75,20301,113202,7
000252022,05.531.239/0001-01,30802,200112,43
000252022,25.245.628/0001-88,63000,110099,2
000252023,04.211.341/0001-67,26443,156956,1
000252023,08.247.960/0001-62,14000,070017,7
000252023,10.495.485/0001-95,30108,200404,8
000252023,12.044.743/0001-42,41231,413007,1
000252023,18.125.445/0001-63,26432,158009,15
000252023,26.814.501/0001-03,22222,925866,26
000252024,04.396.395/0001-44,44207,443034,10
000252024,08.538.011/0001-31,63000,110161,20
000252024,18.083.458/0001-17,26258,153178,4
000252024,19.516.782/0001-44,25000,170177,3
000252024,26.427.482/0001-54,63000,110096,4
000252024,27.140.240/0001-48,63000,110097,6
000252024,38.652.979/0001-55,26436,158126,1
000252025,19.458.286/0001-81,29208,495350,3
000262018,33.373.325/0001-79,25208,173039,1
000262019,03.326.611/0001-12,44207,443034,10
000262019,07.094.346/0001-45,39250,393001,81
000262019,10.439.655/0001-14,26419,158263,1
000262019,13.019.295/0004-32,41231,413011,3
000262019,14.551.828/0001-42,22000,130058,37
000262019,21.862.782/0001-48,63000,110099,2
000262019,33.373.325/0001-79,26443,155915,40
000262020,14.576.552/0001-57,26438,158516,2
000262020,17.141.880/0001-19,20412,403201,4
000262021,03.105.598/0001-71,63000,110161,2
000262021,05.792.339/0001-91,26438,158516,7
000262021,14.534.490/0003-82,26443,155903,18
000262021,15.712.329/0002-33,26283,154054,4
000262022,01.781.573/0001-62,26262,153031,18
000262022,21.514.277/0001-02,26438,158516,1
000262023,06.234.467/0001-82,26292,344002,55
000262023,07.094.346/0001-45,39250,393001,70
000262023,13.168.343/0001-01,30108,200366,2
000262023,15.790.987/0001-62,25000,170116,63
000262023,23.098.439/0001-02,15000,080018,59
000262023,29.262.052/0002-07,26411,158123,4
000262023,30.737.359/0001-07,29208,495500,8
000262024,01.687.204/0001-05,44207,443034,1
000262024,06.814.143/0001-13,12000,090012,1
000262024,09.274.298/0001-00,25000,170177,3
000262024,43.929.307/0001-84,39250,393001,22
000272019,08.247.960/0001-62,26275,154044,21
000272019,10.439.655/0001-14,26419,158263,2
000272019,11.162.311/0001-73,81000,810005,232
000272019,13.019.295/0004-32,41231,413011,4
000272020,14.373.481/0001-95,25205,114601,51
000272021,00.332.087/0003-66,26283,154054,33
000272021,01.771.692/0001-34,26402,158147,66
000272021,10.328.740/0001-05,25000,170156,1
000272022,00.323.090/0001-51,63000,110096,2
000272022,03.651.527/0001-74,25000,170058,16
000272022,07.738.828/0002-71,63000,110099,3
000272022,13.993.675/0001-20,63000,110161,7
000272022,27.114.547/0001-74,22201,373058,28
000272023,03.543.374/0001-41,26443,156956,17
000272023,10.565.981/0001-78,26443,155903,24
000272023,15.790.987/0001-62,25000,170116,54
000272024,01.248.111/0001-84,52121,160530,2
000272024,11.301.568/0001-69,26415,158450,1
000272024,12.360.485/0001-03,25205,114622,4
000272024,21.315.603/0001-52,25000,170018,9
000272024,22.083.263/0001-44,25205,114623,1
000272024,38.652.979/0001-55,26436,158126,2
000272024,39.420.336/0001-49,26249,153166,11
000272024,41.451.736/0001-63,26403,158562,2
000272024,73.442.360/0005-40,25000,170156,2
000272025,09.411.290/0001-30,26262,153031,3
000272025,26.427.482/0001-54,29208,495350,3
000282018,07.830.688/0001-86,26438,158516,2
000282018,08.585.300/0001-91,36000,257033,2
000282019,03.326.611/0001-12,44207,443048,13
000282020,01.099.686/0001-82,52000,110511,2
000282020,10.439.655/0001-14,30802,200114,7
000282021,04.795.101/0001-57,14000,070027,1
000282021,05.069.154/0001-53,26447,158717,87
000282021,05.891.583/0001-01,12000,090013,170
000282021,28.256.567/0001-42,39250,393001,52
000282021,33.253.020/0001-23,26255,153036,2
000282021,67.803.726/0010-24,26283,154054,36
000282021,78.533.312/0001-58,25000,170156,175
000282022,06.059.231/0001-57,63000,110099,2
000282022,08.247.960/0001-62,62201,113214,18
000282022,18.200.565/0001-88,63000,110096,13
000282022,25.184.471/0001-28,25205,114613,3
000282022,78.533.312/0001-58,26263,153032,10
000282023,04.225.216/0001-06,29208,495350,1
000282023,10.439.655/0001-14,26419,158264,2
000282023,10.609.260/0001-12,30108,200378,12
000282023,19.152.814/0001-70,41231,413010,1
000282024,03.637.812/0001-30,25205,114622,11
000282024,08.247.960/0001-62,63000,110161,5
000282024,11.553.714/0001-43,26405,158322,1
000282024,25.128.718/0001-99,44207,443034,6
000282024,56.419.492/0001-09,44207,443033,198
000282025,26.426.650/0001-97,41231,413001,10
000292018,07.830.688/0001-86,26438,158516,1
000292019,07.094.346/0001-45,81000,810005,161
000292019,11.162.311/0001-73,14000,070001,6
000292019,22.688.729/0001-35,22000,130058,18
000292020,00.681.882/0001-06,26000,150002,11
000292020,11.140.110/0001-75,48002,170344,1
000292020,78.533.312/0001-58,22000,130103,1
000292021,04.231.640/0001-63,25205,114623,8
000292022,05.329.654/0001-87,26411,158123,4
000292022,09.370.244/0001-30,44207,443033,2
000292022,14.092.519/0001-51,26251,154419,213
000292023,04.276.973/0001-09,26277,154046,17
000292023,05.859.296/0001-14,26403,158562,2
000292023,06.088.000/0004-14,24000,240125,5
000292023,15.666.873/0001-05,14000,070002,7
000292023,22.262.421/0001-23,30202,194029,2
000292024,14.443.309/0001-60,62201,113214,8
000292024,21.586.301/0001-19,41231,413007,2
000292025,26.387.303/0001-00,39252,390084,34
000302015,01.771.692/0001-34,26402,156660,6
000302015,32.185.480/0001-07,26249,153166,55
000302018,05.696.910/0001-74,14000,070001,17
000302019,00.482.840/0001-38,26277,154046,208
000302019,03.326.611/0001-12,44207,443048,27
000302019,04.436.855/0001-10,41231,413012,2
000302019,10.439.655/0001-14,26275,154044,2
000302020,01.099.686/0001-82,30108,200334,4
000302020,11.140.110/0001-75,48002,170344,2
000302021,10.325.594/0001-64,26408,158291,4
000302022,03.802.837/0001-42,26438,158516,7
000302022,09.267.406/0001-00,14000,070001,227
000302022,10.609.260/0001-12,26425,158156,2
000302022,14.092.519/0001-51,26457,156763,98
000302022,32.301.921/0001-80,36212,253002,5
000302022,56.419.492/0001-09,26280,154049,100
000302023,02.453.554/0001-70,26436,158338,12
000302023,04.795.101/0001-57,14000,070004,1
000302023,05.132.168/0001-74,25000,170040,11
000302023,09.411.290/0001-30,26280,154049,11
000302023,19.234.161/0001-78,52000,110511,9
000302023,21.119.443/0001-76,26417,158138,2
000302023,21.514.277/0001-02,25000,170116,12
000302024,01.781.573/0001-62,26255,153036,1
000302024,02.499.001/0001-58,14000,070023,1
000302024,04.305.539/0001-00,26443,155903,21
000302024,04.808.914/0004-87,26431,158146,4
000302024,09.564.708/0001-40,26410,155854,13
000302024,10.896.293/0001-90,29208,495500,1
000302024,14.534.490/0002-00,26407,158124,6
000312018,00.886.257/0005-16,36000,250059,6
000312019,02.531.343/0001-08,26438,158516,1
000312019,08.247.960/0001-62,26275,154044,7
000312019,79.283.065/0001-41,26280,154049,4
000312020,00.578.617/0001-99,32000,320004,13
000312020,10.439.655/0001-14,26419,158263,5
000312020,11.140.110/0001-75,48002,170344,3
000312021,07.051.882/0001-63,26411,158123,9
000312021,07.094.346/0001-45,32000,320004,8
000312022,29.262.052/0001-18,26409,155221,1
000312023,03.637.812/0001-30,26447,158717,2
000312023,07.670.761/0001-08,36000,257033,9
000312023,08.538.011/0001-31,26443,155909,6
000312023,09.451.428/0001-25,25000,170040,5
000312023,12.066.015/0021-85,14000,070028,6
000312023,21.119.443/0001-76,26417,158138,2
000312024,31.786.571/0001-27,44207,443034,4
000312024,33.642.565/0001-21,95556,090145,10
000322015,01.771.692/0001-34,26402,156657,4
000322018,78.533.312/0001-58,39250,393001,109
000322020,18.083.458/0001-17,26267,158658,9
000322021,06.311.787/0001-99,22000,130058,13
000322021,06.350.074/0001-34,26283,154054,34
000322022,03.848.916/0001-94,26262,153031,5
000322022,04.427.309/0001-13,26417,158138,15
000322022,04.944.975/0001-29,63000,110096,6
000322022,23.267.070/0001-06,39250,393001,1
000322023,01.092.686/0023-66,26443,156956,1
000322023,04.350.057/0001-71,39250,393001,8
000322023,10.343.472/0001-09,36000,257033,2
000322023,12.313.874/0001-88,14000,070017,8
000322023,12.891.300/0001-97,22222,925866,139
000322024,05.703.030/0001-88,52111,120645,1
000322024,22.236.185/0002-51,26407,158124,3
000322024,26.427.482/0001-54,30802,200116,1
000322024,27.037.303/0001-35,14000,070023,5
000332015,01.771.692/0001-34,26402,156656,4
000332017,00.482.840/0001-38,39250,393001,8
000332018,03.814.774/0001-44,26438,158516,1
000332018,08.949.785/0001-55,53202,533013,1
000332019,05.969.071/0001-10,26443,155915,48
000332019,10.439.655/0001-14,26419,158263,29
000332020,14.576.552/0001-57,26438,158516,4
000332020,31.376.361/0001-60,44206,443020,90
000332021,02.948.998/0001-86,22000,130058,18
000332021,05.069.154/0001-53,26275,154044,2
000332022,00.482.840/0001-38,26447,158717,53
000332022,04.427.309/0001-13,26417,158138,4
000332022,07.738.828/0001-90,63000,110096,8
000332022,10.439.655/0001-14,26247,153164,11
000332022,14.339.328/0001-41,12000,090013,6
000332023,09.324.222/0001-34,39250,393001,9
000332023,13.739.782/0003-99,26277,154046,13
000332024,32.996.276/0001-68,63000,110096,8
000342017,00.969.841/0001-01,26274,154043,9
000342019,05.969.071/0001-10,26443,155915,164
000342020,04.762.861/0001-68,30108,200340,16
000342020,04.768.702/0001-70,63000,110161,7
000342021,02.650.833/0001-23,29208,495300,6
000342021,09.370.244/0001-30,44207,443033,383
000342021,10.859.014/0001-19,26419,158744,2
000342021,11.301.568/0001-69,30108,200366,11
000342021,22.236.185/0002-51,14000,070023,4
000342021,28.871.366/0001-55,26249,153166,4
000342021,42.407.445/0001-30,39250,393001,30
000342022,03.360.551/0001-54,25205,114624,1
000342022,13.892.384/0001-46,26410,158439,4
000342022,27.500.404/0001-09,25205,114601,34
000342023,09.370.244/0001-30,52000,110511,5
000342023,13.570.532/0001-06,26415,158450,3
000342023,15.666.873/0001-05,26417,158138,12
000342023,78.533.312/0001-58,39250,393001,5
000342024,02.499.001/0001-58,25000,170018,42
000342024,05.703.030/0001-88,52111,120645,3
000342024,08.247.960/0001-62,52000,110511,6
000342024,09.411.290/0001-30,26280,154049,2
000342024,13.771.822/0001-18,41231,413011,4
000352019,09.019.150/0001-11,41231,413010,2
000352020,05.608.779/0001-46,26272,154041,64
000352020,11.140.110/0001-75,48002,170344,1
000352021,01.017.610/0001-60,26263,153032,18
000352021,01.099.686/0001-82,26000,150002,1
000352022,06.234.467/0001-82,15000,080018,3
000352022,06.798.516/0001-00,63000,110096,7
000352022,08.112.812/0001-30,63000,110099,3
000352022,11.907.591/0001-00,29000,290002,1
000352023,04.451.516/0001-03,14000,070028,10
000352023,07.094.346/0001-45,15000,080016,21
000352024,23.361.040/0001-64,26431,158357,2
000352024,36.999.665/0001-06,25000,170018,4
000352024,86.960.598/0001-86,63000,110096,7
000362018,14.292.203/0001-03,26405,158973,6
000362020,11.533.627/0001-24,26242,153080,14
000362021,12.891.300/0001-97,22222,925866,46
000362022,09.019.150/0001-11,26417,158138,2
000362022,17.073.550/0001-33,63000,110099,1
000362023,10.398.338/0001-05,14000,070017,6
000362023,10.446.347/0001-16,26417,158138,12
000362023,10.600.287/0001-44,41231,413001,2
000362023,42.407.445/0001-30,29000,290002,1
000362024,11.349.160/0001-67,12000,090023,18
000362024,13.019.295/0004-32,41231,413011,8
000362024,23.923.779/0001-12,26407,158124,8
000372019,11.162.311/0001-73,36000,250110,8
000372020,02.908.313/0001-78,14000,070014,13
000372020,07.864.090/0001-08,26435,158366,14
000372020,08.220.864/0001-20,26443,155910,70
000372020,16.099.194/0001-64,26233,153045,10
000372021,16.963.926/0001-12,29208,495130,22
000372021,19.232.342/0001-65,41231,413007,8
000372021,33.373.325/0001-79,30907,200600,36
000372022,19.513.686/0001-42,63000,110099,8
000372022,22.463.530/0001-09,17000,040003,24
000372023,10.533.299/0001-01,41231,413006,6
000372023,11.457.039/0001-59,15000,080018,18
000372024,18.200.565/0001-88,63000,110096,10
000372024,25.128.718/0001-99,26417,158138,1
000372024,36.770.857/0001-38,15000,080016,11
000382018,00.482.840/0001-38,26438,158516,3
000382019,04.795.101/0001-57,14000,070027,19
000382019,05.613.242/0001-74,52111,120006,2
000382019,15.150.504/0001-65,26279,154048,1
000382020,10.581.285/0001-55,26438,158516,1
000382021,04.743.858/0001-05,44206,443020,35
000382021,19.152.814/0001-70,63000,110161,6
000382022,02.425.466/0001-64,26264,153033,4
000382022,78.533.312/0001-58,30802,200229,28
000382023,00.323.090/0001-51,26230,154421,4
000382023,10.439.655/0001-14,26419,158263,1
000382023,12.531.678/0001-80,17000,040003,35
000382023,23.080.111/0001-50,52000,110404,1
000382024,05.703.030/0001-88,52111,120645,3
000382024,15.014.790/0001-31,63000,110096,23
000392017,05.576.482/0001-46,26249,153166,44
000392018,09.249.662/0001-74,26438,158516,4
000392019,15.150.504/0001-65,26279,154048,20
000392020,06.178.121/0001-04,30202,194074,5
000392020,11.349.160/0001-67,63000,110161,56
000392020,17.360.593/0001-08,26438,158516,3
000392021,12.891.300/0001-97,22222,925866,154
000392022,10.427.965/0001-19,26411,158123,2
000392022,13.366.314/0001-54,14000,070003,11
000392023,00.712.411/0001-00,44207,443033,22
000392023,10.272.137/0001-59,63000,110161,6
000392024,05.703.030/0001-88,52111,120645,10
000392024,12.499.801/0001-22,63000,110161,14
000392024,25.117.817/0001-75,52111,120633,2
000392024,30.334.799/0001-13,63000,110096,2
000402019,02.566.106/0001-82,44206,443020,71
000402019,10.439.655/0001-14,44207,443034,1
000402019,14.345.806/0001-26,26274,154043,7
000402020,07.094.346/0001-45,26260,153028,3
000402021,11.399.787/0001-22,29208,495710,8
000402022,03.543.374/0001-41,52000,110511,10
000402022,10.427.965/0001-19,26411,158123,3
000402022,17.303.236/0001-08,14000,070003,20
000402023,00.109.393/0001-76,14000,070014,4
000402023,11.162.311/0001-73,44207,443033,14
000402023,12.922.132/0001-50,26275,154044,12
000402024,20.183.424/0001-46,24000,240106,4
000412016,12.589.220/0001-81,30202,194029,1
000412019,05.765.061/0001-63,39250,393001,22
000412021,04.768.702/0001-70,36000,250110,37
000412021,08.491.163/0001-26,44206,443020,58
000412021,25.219.005/0001-30,41231,413004,13
000412022,05.456.176/0001-76,26419,158264,9
000412022,10.427.965/0001-19,26411,158123,12
000412022,36.990.588/0001-15,63000,110161,4
000412023,18.689.359/0001-83,41231,413006,9
000412024,06.088.000/0007-67,26275,154044,52
000412024,78.533.312/0001-58,52000,110404,6
000422016,08.328.682/0001-78,26402,156656,6
000422018,14.487.384/0001-23,41231,413011,2
000422019,00.482.840/0001-38,36201,254462,48
000422020,08.775.721/0001-85,41231,413011,1
000422022,13.019.295/0006-02,63000,110161,5
000422022,38.055.117/0001-45,30802,200109,2
000422023,08.112.812/0001-30,29000,290002,3
000422024,09.438.067/0001-87,25205,114623,2
000432016,12.589.220/0001-81,30202,194029,1
000432018,09.249.662/0001-74,26438,158516,2
000432019,10.491.127/0001-04,26405,158973,1
000432019,23.941.500/0001-23,26251,154419,38
000432020,15.827.180/0001-57,22000,130058,7
000432021,07.990.965/0001-18,26262,153031,30
000432021,08.744.139/0001-51,63000,110161,58
000432023,00.482.840/0001-38,26438,158516,2
000432023,01.248.111/0001-84,14000,070028,1
000432023,09.192.042/0001-46,29000,290002,2
000432023,10.528.510/0001-90,26414,158144,2
000442016,12.589.220/0001-81,30202,194029,1
000442017,04.558.234/0001-00,44207,443043,1
000442017,40.282.584/0001-50,26249,153166,60
000442018,09.439.320/0005-40,26402,158147,25
000442021,22.463.530/0001-09,39250,393001,19
000442022,07.094.346/0001-45,39250,393001,46
000442022,09.169.438/0001-72,26263,153032,98
000442022,10.802.564/0001-00,22222,925866,25
000442022,13.892.384/0001-46,26443,155903,18
000442023,10.926.785/0001-81,26417,158138,2
000442023,37.381.902/0001-25,29208,495250,1
000442023,69.207.850/0001-61,26280,154049,83
000442024,07.134.755/0001-28,26275,154044,20
000442024,79.894.168/0001-48,41231,413004,4
000452016,17.508.476/0001-30,30202,194029,2
000452017,14.919.333/0001-23,26419,158743,2
000452018,03.814.774/0001-44,26438,158516,1
000452018,09.439.320/0005-40,26402,158147,2
000452019,07.018.158/0002-19,36201,254462,33
000452020,02.994.717/0001-21,63000,110161,1
000452021,05.613.242/0001-74,44207,443034,23
000452021,07.094.346/0001-45,14000,070017,15
000452022,10.427.965/0001-19,63000,110102,3
000452022,36.990.588/0001-15,63000,110161,6
000452023,08.247.960/0001-62,44205,443001,47
000452023,08.744.139/0001-51,63000,110161,15
000452023,10.926.785/0001-81,26417,158138,2
000452023,13.892.384/0001-46,26277,154046,59
000452023,18.689.359/0001-83,29000,290002,1
000452023,69.207.850/0001-61,26280,154049,13
000452024,26.427.482/0001-54,26410,158121,8
000452025,92.966.571/0001-01,29208,495550,6
000462016,05.497.780/0001-40,26246,153163,1
000462016,08.328.682/0001-78,26402,156660,5
000462018,09.813.930/0001-39,26438,158516,4
000462018,79.283.065/0001-41,26419,158263,8
000462019,19.362.299/0001-52,41231,413011,2
000462020,02.994.717/0001-21,63000,110161,1
000462020,22.111.188/0001-88,12000,090013,5
000462020,22.688.729/0001-35,22000,130058,2
000462020,33.412.883/0001-04,36201,254462,127
000462021,00.865.761/0001-06,63000,110161,4
000462021,08.764.312/0001-83,26412,158304,53
000462021,12.891.300/0001-97,39250,393001,44
000462021,28.872.136/0001-00,26414,158144,1
000462023,06.059.231/0001-57,26417,158138,4
000462023,13.258.951/0001-07,63000,110161,3
000462023,14.551.828/0001-42,26412,158137,2
000462023,17.276.467/0001-61,14000,070014,7
000462024,04.350.057/0001-71,26410,158121,16
000472017,06.059.231/0001-57,26419,158743,2
000472018,09.439.320/0005-40,26402,156660,4
000472019,05.488.891/0001-90,30802,200114,6
000472020,10.581.285/0001-55,26419,158744,1
000472021,05.233.652/0001-90,39250,393001,52
000472022,09.324.222/0001-34,26275,154044,29
000472023,08.247.960/0001-62,14000,070023,6
000472023,17.004.212/0001-40,63000,110161,42
000472023,25.128.718/0001-99,26417,158138,12
000472024,43.929.307/0001-84,14000,070023,2
000472025,09.192.042/0001-46,29000,290002,3
000482018,09.439.320/0001-17,26402,156656,3
000482020,00.482.840/0001-38,26443,155903,96
000482020,08.775.721/0001-85,30802,200114,21
000482020,12.066.450/0001-66,26262,153031,11
000482020,79.283.065/0001-41,26419,158675,6
000482020,85.240.869/0001-66,15000,080016,29
000482021,06.205.427/0001-02,26247,153164,7
000482021,70.073.275/0001-30,39250,393001,50
000482022,09.151.154/0001-59,29208,495650,7
000482022,27.326.594/0001-81,41231,413002,6
000482022,56.419.492/0001-09,26280,154049,145
000482023,10.926.785/0001-81,26417,158138,3
000482023,69.207.850/0001-61,26280,154049,50
000482024,05.703.030/0001-88,52111,120645,2
000482024,13.048.109/0001-40,26431,158146,2
000492018,09.439.320/0001-17,26402,156657,2
000492020,06.234.467/0001-82,26435,154838,2
000492020,08.475.822/0001-30,14000,070023,1
000492020,16.649.674/0001-51,41231,413008,4
000492020,17.695.001/0001-09,44206,443020,45
000492021,70.073.275/0001-30,39250,393001,13
000492022,12.742.245/0001-73,14000,070023,13
000492022,29.449.247/0001-71,41231,413010,1
000492022,42.559.622/0001-02,26280,154049,4
000492023,07.473.476/0001-99,41231,413001,35
000492023,69.207.850/0001-61,26280,154049,5
000492024,05.703.030/0001-88,52111,120645,3
000492024,36.990.588/0001-15,63000,110161,5
000492024,43.929.307/0001-84,22000,130102,5
000502017,13.668.695/0001-26,44207,443043,1
000502019,04.543.719/0001-20,14000,070023,7
000502019,09.564.708/0001-40,14000,070014,6
000502019,10.491.127/0001-04,41231,413010,1
000502020,07.094.346/0001-45,14000,070001,45
000502020,13.963.910/0001-11,14000,070023,1
000502021,04.552.404/0001-49,26412,158304,8
000502021,08.744.139/0001-51,63000,110161,29
000502021,21.045.383/0001-94,26443,155010,19
000502022,39.273.768/0001-74,36212,253002,26
000502023,09.942.594/0001-24,63000,110161,4
000502023,18.133.143/0001-37,44207,443033,4
000502024,03.637.812/0001-30,29208,495550,9
000502024,14.932.346/0001-32,52000,110511,17
000512017,13.668.695/0001-26,44207,443033,5
000512019,03.229.363/0001-91,26432,158009,6
000512019,03.814.774/0001-44,26438,158516,1
000512019,16.099.194/0001-64,36201,254462,264
000512021,05.670.079/0001-81,26411,158123,1
000512021,16.963.926/0001-12,29208,495130,47
000512022,07.213.179/0001-04,29208,495650,8
000512022,22.068.281/0001-57,14000,070023,5
000512023,13.892.384/0001-46,14000,070014,10
000512023,26.852.970/0001-09,26415,158450,1
000512024,05.703.030/0001-88,52111,120645,1
000522017,31.880.164/0001-84,44207,443055,2
000522018,00.969.841/0001-01,26274,154043,13
000522018,39.420.336/0001-49,26249,153166,22
000522019,00.482.840/0001-38,26262,153031,17
000522020,22.688.729/0001-35,12000,090013,6
000522021,05.427.994/0001-40,39252,393012,15
000522022,08.312.139/0001-82,12000,090013,8
000522023,37.381.902/0001-25,29208,495300,2
000522023,85.240.869/0001-66,30802,200109,61
000522024,05.703.030/0001-88,52111,120645,4
000532016,08.282.615/0002-40,26438,158516,2
000532019,10.439.655/0001-14,26419,158263,2
000532019,11.545.051/0001-15,30108,200334,53
000532019,19.362.299/0001-52,14000,070023,2
000532020,12.569.038/0001-69,26438,158516,6
000532020,17.276.467/0001-61,14000,070014,2
000532022,05.456.176/0001-76,26419,158265,2
000532022,12.891.300/0001-97,22222,925866,22
000532022,19.787.877/0001-00,63000,110161,13
000532022,22.688.729/0001-35,12000,090013,5
000542018,04.932.123/0001-11,20301,113202,129
000542019,10.439.655/0001-14,26419,158263,1
000542020,17.276.467/0001-61,14000,070014,1
000542021,05.670.079/0001-81,26411,158123,4
000542022,12.916.218/0001-70,36211,255000,1
000542022,16.650.774/0001-06,14000,070023,1
000542022,78.533.312/0001-58,36201,254420,22
000542023,04.350.057/0001-71,41231,413005,5
000542023,08.720.790/0001-91,52000,110511,2
000542023,27.037.303/0001-35,14000,070023,1
000542024,06.104.973/0001-57,29208,495550,3
000552017,10.917.822/0001-95,44207,443992,1
000552018,13.593.220/0001-18,20301,113202,16
000552019,07.094.346/0001-45,15000,080016,5
000552021,14.428.415/0001-75,26411,158123,2
000552022,00.332.087/0005-28,63000,110161,3
000552022,10.439.655/0001-14,26419,158263,4
000552023,11.404.230/0001-32,26443,155011,4
000552024,03.637.812/0001-30,26410,158377,1
000552024,08.744.139/0001-51,44207,443033,8
000562019,08.491.163/0001-26,26262,153031,41
000562020,02.453.554/0001-70,26419,158676,26
000562022,05.637.990/0001-97,12000,090013,5
000562022,12.257.108/0001-43,30907,200601,29
000562022,17.869.766/0001-00,29208,495260,11
000562022,22.826.914/0001-49,26276,154045,37
000562022,72.620.735/0001-29,13000,060001,158
000562023,09.192.042/0001-46,29000,290002,2
000562023,20.626.546/0001-60,14000,070028,1
000562023,26.562.590/0001-30,12000,090016,2
000562024,05.613.242/0001-74,44207,443033,27
000562024,05.703.030/0001-88,52111,120645,2
000572018,06.234.467/0001-82,15000,080018,3
000572020,12.891.300/0001-97,29208,495250,8
000572020,19.099.437/0001-52,41231,413004,9
000572020,79.929.774/0001-51,26438,158516,5
000572022,02.650.833/0001-23,93420,925942,126
000572022,03.848.916/0001-94,26262,153031,27
000572022,21.821.091/0001-04,29208,495350,5
000572023,09.192.042/0001-46,29000,290002,5
000572023,97.549.823/0001-02,14000,070028,1
000582019,12.904.815/0001-84,26262,153031,9
000582021,10.429.502/0001-96,41231,413005,5
000582021,27.704.075/0001-00,12000,090013,5
000582022,08.312.139/0001-82,12000,090013,5
000582022,10.874.523/0001-10,25205,114618,12
000582023,10.439.655/0001-14,26419,158263,4
000582023,11.182.142/0001-33,14000,070023,2
000592017,12.780.988/0001-38,26438,158516,1
000592019,04.552.404/0001-49,26237,153061,1
000592019,10.653.264/0001-06,14000,070023,75
000592021,07.566.931/0001-09,14000,070001,2
000592021,36.770.857/0001-38,15000,080016,93
000592022,31.318.169/0001-18,41231,413003,2
000592023,01.723.789/0001-71,26411,158123,7
000592023,10.439.655/0001-14,26419,158263,1
000602016,09.422.042/0001-95,26242,153080,17
000602017,12.780.988/0001-38,26438,158516,5
000602019,10.439.655/0001-14,26419,158263,31
000602021,05.670.079/0001-81,26411,158123,1
000602021,08.055.277/0001-23,12000,090013,3
000602022,05.276.049/0001-95,41231,413001,32
000602022,05.637.990/0001-97,39250,393001,16
000602023,29.826.621/0001-00,22000,130058,13
000602024,11.595.331/0001-38,29208,495110,3
000602024,38.309.461/0001-13,14000,070023,11
000612017,05.792.339/0001-91,26438,158516,1
000612019,13.659.873/0001-52,26419,158141,1
000612021,16.505.678/0001-66,26435,158367,4
000612021,20.246.451/0001-10,29208,495650,4
000612022,00.482.840/0001-38,26276,154045,7
000612022,01.781.573/0001-62,26262,153031,4
